datadate,GroupCount,mean_sigma_V,median_sigma_V,mode_sigma_V,std_sigma_V,min_sigma_V,max_sigma_V,skewness_sigma_V,kurtosis_sigma_V
2001-03-14,81,0.305557015504572,0.261645069924229,0,0.247157227366653,0,2.09320298808926,4.81185522886655,35.0654460779539
2001-03-15,81,0.304197598816195,0.262723334459349,0,0.231860771738951,0,1.9814826107661,4.80182683028648,35.06239419152
2001-03-16,82,0.300981281890592,0.258636762993828,0,0.220952971467597,0,1.87930949585073,4.62373672534703,33.4017107367512
2001-03-19,83,0.297662438636074,0.25221122528784,0.022628133459466,0.208945364139852,0.022628133459466,1.82021610323716,4.90445441576985,36.0254984084052
2001-03-20,84,0.301710859725736,0.259448918867532,0.0222827047237357,0.209588397091559,0.0222827047237357,1.73556619301455,4.25052292901425,28.4589077523869
2001-03-21,86,0.299954835829002,0.257580759596799,0,0.204857143913773,0,1.67185937192701,3.96267361245972,26.0675619599095
2001-03-22,85,0.296271316454983,0.25355104137778,0,0.203037132210445,0,1.61051303653619,3.6281195881898,23.0738706638786
2001-03-23,84,0.283799124563841,0.246025147927718,0,0.196512903120299,0,1.56271673272736,3.61819373568217,23.3929115427718
2001-03-26,86,0.283970866847831,0.240036280965204,0,0.188827835099227,0,1.51474899663613,3.52434118363312,23.0467074969556
2001-03-27,85,0.280216353873563,0.240724789844128,0,0.187211548456675,0,1.47305587874861,3.27385376416862,21.2139173458001
2001-03-28,86,0.266642168008199,0.240957569982406,0,0.136029331247677,0,0.817078703717714,0.928512442970296,5.47332137843907
2001-03-29,89,0.273320763577409,0.238525817225233,0,0.140010529351355,0,0.783039271397144,1.1073132119018,5.38381643475359
2001-03-30,94,0.272922345591289,0.236957032350483,0,0.145659901582254,0,0.867573100631256,1.49185456644985,6.78389865998048
2001-04-02,97,0.261612226169715,0.233558104015281,0,0.138175129992627,0,0.826356590680385,1.11407989156657,5.90436416764682
