gvkey,GroupCount,mean_E,median_E,mode_E,std_E,min_E,max_E,skewness_E,kurtosis_E
1045,2658,3294.19466090286,3034.11853568058,931.223711304354,1415.7313258199,931.223711304354,7392.62028051184,0.73136253911314,2.66873580163883
1075,737,1193.55001838497,1112.97541030114,434.596668399685,287.32051160688,434.596668399685,1770.08101588854,0.664470638417002,2.14482124186734
1078,2429,11214.1732311086,11207.272942307,346.271961355214,3068.90910872512,346.271961355214,26044.417714803,0.595058063012601,3.50157086023724
1161,787,3884.0648083642,3793.46735544268,1235.70978303202,1079.28529124602,1235.70978303202,9582.46236487076,1.40076887502547,6.31220800912256
1177,4262,11129.2336613007,10777.2102898149,1077.12353973759,4380.71162986583,1077.12353973759,26951.4461107363,0.68042143375084,3.67450910070768
1209,4804,3836.96826366606,3666.41472073621,2162.70533462255,1124.60942572868,2162.70533462255,9391.09877291225,1.7406167098305,8.48137712920235
1300,3187,12652.7435282503,11860.3554448503,6455.75985313281,3619.08272475377,6455.75985313281,27925.4630756621,1.24322633219595,4.40673509675821
1356,3835,10824.9830353424,10886.2690864886,3852.54352988425,2957.30122024871,3852.54352988425,33643.136196692,0.253567822748841,4.69573869713106
1380,2398,11364.0706465064,10402.7228639005,4978.43330634751,4082.16462756355,4978.43330634751,26662.5458582606,0.88201146920639,3.33499479625558
1408,2344,2567.18000452989,2599.58278099184,899.100416861799,853.149540519521,899.100416861799,4677.1139408736,0.318998673840218,2.53948597532889
1440,3526,6472.73205477004,6011.54609091129,4250.09843022727,1664.09188855323,4250.09843022727,11157.22131068,1.04156994529405,3.33516586504102
1447,1984,41067.1017023809,39429.0619131827,26987.9044603025,11325.3825118597,26987.9044603025,139329.749997411,2.67897135531147,17.4404758833403
